PILPROJ;Deb;PILPROJ_DEB_FR_1;Conversations;Quelle icône permet d'ajouter des participants à une conversation de groupe? ;Which icon can add participants to a group conversation? (To add a participant to a group conversation, which icon should I use?);Icône Activer la vidéo//Icône Ajouter des participants//Icône Détacher la fenêtre;Activate video icon//Add participants icon//Pop out chat icon;"Si je dois ajouter des nouvelles personnes à une conversation de groupe, j'utilise la fonctionnalité ""Ajouter des participants"" au lieu de créer une nouvelle conversation. ";"When I have to add new people to a group conversation, I use the ""Add Participants"" feature instead of creating a new conversation.";B;QCMUniqueImage
MOB;Avance;MOB_AVA_FR_4;Fichiers;Depuis l'application mobile Teams, quelles sont les options qui me permettent de partager un fichier? ;From the Teams mobile app, what are the options that allow me to share a file?;"""Partager""//""Copier le lien""//""Envoyer une copie""//""Ouvrir dans l'application""";"""Share""//""Copy link""//""Send a copy""//""Open in app""";;#VALUE!;A//B//C;QCMMultipleImage
MOB;Avance;MOB_AVA_FR_5;Applications;Quel est le bon parcours pour accéder à mon OneDrive, alors que j'utilise l'application Teams sur mobile? ;What is the right way to access my OneDrive while I am using the Teams application on mobile?;"J'appuie ensuite sur ""Fichiers"".//D'abord, j'appuie sur ""…"" dans la barre d'icônes en bas de l'interface.//J'accède ainsi à mon OneDrive ou aux fichiers que j'ai récemment consultés sur Teams.";"I then press ""Files"".//First, I press ""..."" in the icon bar at the bottom of the interface.//I access my OneDrive or the files I recently viewed on Teams.";;#VALUE!;B//A//C;BonParcours
MOB;Avance;MOB_AVA_FR_6;Applications;Je suis dans la rue avec mon téléphone et je vois une publicité intéressante que je veux partager à Alex, notre graphiste. Quel est le bon parcours ? ;I'm in the street with my phone and I see an interesting ad I want to share with Alex, our graphic designer. What is the right way to do this?;"Je commence par appuyer sur le bouton ""…"" (Plus) en bas à droite de l'application mobile.//J'appuie sur ""Caméra"" et prends la photo de la publicité qui m'intéresse.//Pour finir, je sélectionne Alex dans la liste proposée. //J'appuie sur le bouton violet ""OK"".
";"I start by pressing the button ""..."" at the bottom right of the mobile app.//I press ""Camera"" and take the photo of the ad that interests me.//Finally, I select Alex from the proposed list.//I press the purple ""OK"" button.";;#VALUE!;A//B//D//C;BonParcours
MOB;Avance;MOB_AVA_FR_7;Statut/Raccourcis;Quel est le bon parcours pour paramétrer les heures de réception de mes notifications mobiles?;What's the right way to set up the hours I receive notifications on my mobile?;"Je clique sur ""Définir la disponibilité"".//Je clique sur ""Profil"".//Pour commencer, je vais dans les ""Paramètres ""de l'application mobile.//Enfin, je définis mes disponibilités en fonction des jours. ";"I click ""Define availability.""//I click ""Profile.""//I start by going to the ""Settings"" of the mobile app.//Finally, I set my availability by day.";Je définis les heures de réception des notifications pour réfléter mes heures de travail et pour réserver mes soirées et week-end sans bloquer les notifications .;I set the times I receive notifications to reflect my working hours and to book my evenings and weekends without blocking notifications.;C//B//A//D;BonParcours
MOB;Avance;MOB_AVA_FR_8;Statut/Raccourcis;Je souhaite paramétrer l'affichage de l'application Teams pour qu'elle me fatigue moins les yeux sur mobile. Quel est le bon parcours pour le faire? ;I want to set up the Teams app so that it strains my eyes less on mobile. What is the way to do this?;"J'active la fonctionnalité 'Thème foncé"".//Je commence par aller dans les ""Paramètres"".//Je redémarre enfin l'application pour que le nouveau paramétrage soit pris en compte.";"I turn on the 'Dark Theme' feature.//I start by going to the ""Settings"".//I finally restart the application so that the new setting is taken into account.";;#VALUE!;B//A//C;BonParcours
MOB;Avance;MOB_AVA_FR_9;Appels;À partir de mon mobile, je peux enregistrer un message audio d'une durée maximum de: ;From my mobile, I can record a maximum length audio message of :;5 min//15 min//30 min ;5 min//15 min//30 min;En déplacement, je préfère envoyer des messages audio de moins de 5 min en donnant des informations claires et concises que mes collègues peuvent réécouter plus tard. ;On the go, I prefer to send audio messages of less than 5 minutes giving clear and concise information that my colleagues can listen to later.;B;QCMUnique
MOB;Avance;MOB_AVA_FR_10;Appels;Il est 18H, je quitte le bureau. Je reçois un appel Teams d'Alex sur mon mobile. Je souhaite lui montrer le dernier Powerpoint sur lequel j'ai travaillé. Est-ce possible ? ;It is 6pm, I leave the office. I get a call from Alex on my mobile via Teams. I want to show him the last PowerPoint on which I worked. Is it possible ?;"Oui, pendant l'appel je clique sur ""…"" (Plus d'option) puis sur ""Partager"".//Non, le partage de contenu sur Teams n'est possible uniquement que depuis un PC. ";"Yes, during the call I click ""..."" (More options) and then on ""Share"".//No, sharing content on Teams is only possible from a PC.";Depuis l'application mobile, je peux participer activement à une réunion et même partager du contenu. Pratique lorsque je n'ai pas accès à mon PC en déplacement !;With mobile app, I can actively participate in a meeting and even share content. Handy when I do not have access to my PC on the go!;A;QCMUnique
MOB;Avance;MOB_AVA_FR_11;Calendrier;Si je crée une réunion Teams depuis mon calendrier Outlook, apparaîtra-t-elle dans mon calendrier Teams? ;If I create a Teams meeting from my Outlook calendar, will it appear in my Teams calendar?;Oui, mon calendrier Outlook est synchronisé avec mon calendrier Teams.//Non, les deux calendriers sont indépendants.;Yes, my Outlook calendar is synchronized with my Teams calendar.//No, both calendars are independent.;;#VALUE!;A;QCMUnique
MOB;Avance;MOB_AVA_FR_12;Calendrier;J'étais en congés la semaine dernière et je n'ai pas pu assister à la réunion hedbomadaire de l'équipe. Heureusement, nos réunions d'équipe sont organisées depuis le canal de l'équipe et enregistrées à chaque fois. Où puis-je trouver cet enregistrement? ;I was on leave last week and could not attend the weekly team meeting. Fortunately, our team meetings are organized from the team channel and recorded each time. Where can I find the recording?;"Depuis mon calendrier Teams, j'ouvre la réunion de la semaine dernière et je vais dans l'onglet ""Conversation"".//Je vais dans le canal où la réunion a été créée et je vais dans les commentaires de la publication.//Je sais que c'est mon responsable qui a enregistré la réunion, je consulte ces vidéos sur sa chaîne Microsoft Stream.//Les trois réponses citées ci-dessus. ";"From my Teams calendar, I open last week's meeting and I go to the ""Conversation"" tab.//I go to the channel where the meeting was created and I go into the comments of the publication.//I know that it was my manager who recorded the meeting, I view the videos on his/her Microsoft Stream channel.//The three answers mentioned above.";L'enregistrement des réunions, s'il est autorisé par l'entreprise, permet aux absents de prendre connaissance de la réunion, ou de revisionner individuellement des moments de cette réunion.;The recording of meetings, if authorized by the company, allows those who missed the meeting to review the meeting, or to individually review the moments of that meeting.;D;QCMUnique
MOB;Avance;MOB_AVA_FR_13;Équipe/Discussions;"Sur l'application mobile, j'ai 20 équipes affichées dans l'onglet ""Equipes"", ce qui n'est pas très confortable. Comment réduire cette liste ? ";"On mobile, I have 20 teams displayed in the ""Teams"" tab, which is not very comfortable. How can I reduce this list?";"En cliquant sur ""Afficher toutes les équipes"" en bas de la liste, et en désactivant certaines équipes.//Ce n'est pas possible. //En cliquant sur la roue crantée à droite de la liste des équipes.";"By clicking ""Show All Teams"" at the bottom of the list and disabling some teams.//It's not possible.//Clicking on the gear icon to the right of the team list.";Je peux moduler facilement l'affichage des équipes dans l'application mobile.;I can easily adjust the display of teams in the mobile application.;A;QCMUnique
MOB;Avance;MOB_AVA_FR_14;Équipe/Discussions;Dans mon équipe Teams, nous avons créé 12 canaux. Ils s'affichent tous lorsque je consulte l'équipe sur mon mobile. Comment réduire cette liste ? ;In my Teams application, we created 12 channels. They all appear when I visit the team on my mobile. How can I reduce this list?;"J'utilise la fonctionnalité ""Gérer les canaux"" en cliquant sur les trois points ""…"" à droite du nom de l'équipe.//J'utilise la fonctionnalité ""Quitter l'équipe"" en cliquant sur sur les trois points ""…"" à droite du nom de l'équipe.//J'utilise la fonctionnalité ""Supprimer l'équipe"" en cliquant sur sur les trois points ""…"" à droite du nom de l'équipe.";"I use the ""Manage the channels"" feature by clicking on the three dots ""..."" to the right of the team name.//I use the ""Leave the team"" feature by clicking on the three dots ""..."" to the right of the team name.//I use the ""Delete the Team"" feature by clicking on the three dots ""..."" to the right of the team name.";Pour naviguer aisément dans mon interface Teams, je peux moduler facilement l'affichage des canaux sur mobile. ;To easily navigate my Teams interface, I can modulate the display of channels on mobile.;A;QCMUnique
